,created_at,item_name,name,zone
770,2023-05-20 15:23:19.886252+07,Visitor_4,Level 2,D eastern
771,2023-05-20 15:24:19.920731+07,Visitor_4,Level 2,D western
772,2023-05-20 15:25:19.946113+07,Visitor_4,Level 2,D eastern
773,2023-05-20 15:26:19.917348+07,Visitor_4,Level 2,D western
774,2023-05-20 15:30:19.689858+07,Visitor_4,Level 2,D eastern
775,2023-05-20 15:44:19.815881+07,Visitor_4,Level 2,D western
776,2023-05-20 15:45:19.738172+07,Visitor_4,Level 2,D eastern
777,2023-05-20 16:00:19.811316+07,Visitor_4,Level 2,D western
778,2023-05-20 16:01:19.817007+07,Visitor_4,Level 2,D eastern
779,2023-05-20 16:13:20.397343+07,Visitor_4,Level 2,D western
780,2023-05-20 16:15:19.908491+07,Visitor_4,Level 2,D eastern
781,2023-05-20 16:19:19.948496+07,Visitor_4,Level 2,D western
782,2023-05-20 16:20:19.877447+07,Visitor_4,Level 2,D eastern
783,2023-05-20 16:32:19.883796+07,Visitor_4,Level 2,D western
784,2023-05-20 16:33:19.971864+07,Visitor_4,Level 2,D eastern
785,2023-05-20 16:49:19.932923+07,Visitor_4,Level 2,D western
786,2023-05-20 16:50:20.023189+07,Visitor_4,Level 2,D eastern
787,2023-05-20 16:54:19.957904+07,Visitor_4,Level 2,D western
788,2023-05-20 16:55:20.023672+07,Visitor_4,Level 2,D eastern
789,2023-05-20 17:13:20.372269+07,Visitor_4,Level 2,D western
790,2023-05-20 17:16:20.306866+07,Visitor_4,Level 2,D eastern
791,2023-05-20 17:24:21.313094+07,Visitor_4,Level 2,D western
792,2023-05-20 17:34:20.470713+07,Visitor_4,Level 2,D eastern
793,2023-05-20 17:36:20.443931+07,Visitor_4,Level 2,D western
794,2023-05-20 17:42:20.329992+07,Visitor_4,Level 2,D eastern
795,2023-05-20 17:44:20.179355+07,Visitor_4,Level 2,D western
796,2023-05-20 17:48:20.443385+07,Visitor_4,Level 2,D eastern
797,2023-05-20 17:56:20.243155+07,Visitor_4,Level 2,D western
798,2023-05-20 17:57:20.263728+07,Visitor_4,Level 2,D eastern
799,2023-05-20 19:21:20.857886+07,Visitor_4,Level 2,D western
800,2023-05-20 19:26:20.813167+07,Visitor_4,Level 2,D eastern
801,2023-05-20 19:38:21.039211+07,Visitor_4,Level 2,D western
802,2023-05-20 19:40:20.885502+07,Visitor_4,Level 2,D eastern
803,2023-05-20 19:43:20.876831+07,Visitor_4,Level 2,D western
804,2023-05-20 19:44:20.899104+07,Visitor_4,Level 2,D eastern
805,2023-05-20 19:58:21.017202+07,Visitor_4,Level 2,D western
806,2023-05-20 19:59:20.896315+07,Visitor_4,Level 2,D eastern
807,2023-05-20 20:15:21.051777+07,Visitor_4,Level 2,D western
808,2023-05-20 20:28:20.807741+07,Visitor_4,Level 2,D eastern
809,2023-05-20 20:31:20.827882+07,Visitor_4,Level 2,D western
810,2023-05-20 20:40:20.864283+07,Visitor_4,Level 2,D eastern
811,2023-05-20 20:41:20.882668+07,Visitor_4,Level 2,D western
812,2023-05-20 21:30:20.962816+07,Visitor_4,Level 2,D eastern
813,2023-05-20 21:31:20.964543+07,Visitor_4,Level 2,D western
814,2023-05-20 21:32:20.942097+07,Visitor_4,Level 2,D eastern
815,2023-05-20 21:33:21.021135+07,Visitor_4,Level 2,D western
816,2023-05-20 21:49:21.021023+07,Visitor_4,Level 2,D eastern
817,2023-05-20 21:50:21.019382+07,Visitor_4,Level 2,D western
818,2023-05-20 22:00:21.271917+07,Visitor_4,Level 2,D eastern
819,2023-05-20 22:02:21.362594+07,Visitor_4,Level 2,D western
820,2023-05-20 23:05:21.5033+07,Visitor_4,Level 2,D eastern
821,2023-05-20 23:08:21.802999+07,Visitor_4,Level 2,D western
822,2023-05-20 23:10:21.602711+07,Visitor_4,Level 1,Guardhouse
823,2023-05-10 00:00:28.286429+07,Visitor_5,Level 1,B
824,2023-05-10 09:53:42.608102+07,Visitor_5,Level 1,Guardhouse
825,2023-05-10 09:54:42.617374+07,Visitor_5,Level 1,B
826,2023-05-10 11:58:43.333181+07,Visitor_5,Level 1,Guardhouse
827,2023-05-10 12:00:43.411961+07,Visitor_5,Level 1,B
828,2023-05-10 12:29:43.226311+07,Visitor_5,Level 1,Guardhouse
829,2023-05-10 12:30:43.159756+07,Visitor_5,Level 1,B
830,2023-05-10 12:31:43.217665+07,Visitor_5,Level 1,Guardhouse
831,2023-05-10 12:33:43.211362+07,Visitor_5,Level 1,B
832,2023-05-10 12:36:43.250103+07,Visitor_5,Level 1,Guardhouse
833,2023-05-10 12:37:43.1994+07,Visitor_5,Level 1,B
834,2023-05-10 12:40:43.210643+07,Visitor_5,Level 1,Guardhouse
835,2023-05-10 12:43:43.215931+07,Visitor_5,Level 1,B
836,2023-05-10 13:26:43.648242+07,Visitor_5,Level 1,Guardhouse
837,2023-05-10 13:27:43.667435+07,Visitor_5,Level 1,B
838,2023-05-10 13:28:43.652338+07,Visitor_5,Level 1,Guardhouse
839,2023-05-10 13:29:43.82645+07,Visitor_5,Level 1,B
840,2023-05-10 13:30:43.923233+07,Visitor_5,Level 1,Guardhouse
841,2023-05-10 13:33:43.807609+07,Visitor_5,Level 1,B
842,2023-05-10 14:16:43.593441+07,Visitor_5,Level 1,Guardhouse
843,2023-05-10 14:17:43.842575+07,Visitor_5,Level 1,B
844,2023-05-10 14:18:43.846616+07,Visitor_5,Level 1,Guardhouse
845,2023-05-10 14:19:43.909827+07,Visitor_5,Level 1,B
846,2023-05-10 14:41:43.690961+07,Visitor_5,Level 1,Guardhouse
847,2023-05-10 14:42:43.690015+07,Visitor_5,Level 1,B
848,2023-05-10 15:06:43.767246+07,Visitor_5,Level 1,Guardhouse
849,2023-05-10 15:07:43.727308+07,Visitor_5,Level 1,B
850,2023-05-10 15:52:43.835178+07,Visitor_5,Level 1,Guardhouse
851,2023-05-10 15:53:43.824528+07,Visitor_5,Level 1,B
852,2023-05-10 15:55:44.052628+07,Visitor_5,Level 1,Guardhouse
853,2023-05-10 15:56:43.821756+07,Visitor_5,Level 1,B
854,2023-05-10 16:04:43.952525+07,Visitor_5,Level 1,Guardhouse
855,2023-05-10 16:05:43.859396+07,Visitor_5,Level 1,B
856,2023-05-10 16:06:43.933466+07,Visitor_5,Level 1,Guardhouse
857,2023-05-10 16:07:43.945848+07,Visitor_5,Level 1,B
858,2023-05-10 16:11:43.983593+07,Visitor_5,Level 1,Guardhouse
859,2023-05-10 16:13:43.953+07,Visitor_5,Level 1,B
860,2023-05-10 16:15:43.89109+07,Visitor_5,Level 1,Guardhouse
861,2023-05-10 16:16:43.915237+07,Visitor_5,Level 1,B
862,2023-05-10 16:22:43.94176+07,Visitor_5,Level 1,Guardhouse
863,2023-05-10 16:23:44.020396+07,Visitor_5,Level 1,B
864,2023-05-10 16:44:44.01981+07,Visitor_5,Level 1,Guardhouse
865,2023-05-10 16:48:44.024795+07,Visitor_5,Level 1,B
866,2023-05-10 16:52:44.309862+07,Visitor_5,Level 1,Guardhouse
867,2023-05-10 16:54:44.352908+07,Visitor_5,Level 1,B
868,2023-05-10 16:56:44.283257+07,Visitor_5,Level 1,Guardhouse
869,2023-05-10 16:59:44.30627+07,Visitor_5,Level 1,B
870,2023-05-10 17:05:44.092492+07,Visitor_5,Level 1,Guardhouse
871,2023-05-10 17:06:44.143592+07,Visitor_5,Level 1,B
872,2023-05-10 17:12:44.147686+07,Visitor_5,Level 1,Guardhouse
873,2023-05-10 17:13:44.168273+07,Visitor_5,Level 1,B
874,2023-05-10 17:20:44.183717+07,Visitor_5,Level 1,Guardhouse
875,2023-05-10 17:21:44.171544+07,Visitor_5,Level 1,B
876,2023-05-10 17:25:44.12869+07,Visitor_5,Level 1,Guardhouse
877,2023-05-10 17:26:44.213337+07,Visitor_5,Level 1,B
878,2023-05-10 17:30:44.149025+07,Visitor_5,Level 1,Guardhouse
879,2023-05-10 17:31:44.200851+07,Visitor_5,Level 1,B
880,2023-05-10 18:39:44.66544+07,Visitor_5,Level 1,Guardhouse
881,2023-05-10 18:40:44.390855+07,Visitor_5,Level 1,B
882,2023-05-10 20:40:44.858746+07,Visitor_5,Level 1,Guardhouse
883,2023-05-10 20:41:44.94232+07,Visitor_5,Level 1,B
884,2023-05-10 21:08:44.944869+07,Visitor_5,Level 1,Guardhouse
885,2023-05-10 21:09:45.030544+07,Visitor_5,Level 1,B
886,2023-05-10 22:57:45.63977+07,Visitor_5,Level 1,Guardhouse
887,2023-05-10 22:59:45.651976+07,Visitor_5,Level 1,B
888,2023-05-10 23:31:45.838471+07,Visitor_5,Level 1,Guardhouse
889,2023-05-10 23:32:45.791714+07,Visitor_5,Level 1,B
890,2023-05-10 23:37:45.815601+07,Visitor_5,Level 1,Guardhouse
891,2023-05-10 23:39:45.727975+07,Visitor_5,Level 1,B
892,2023-05-11 03:44:40.055493+07,Visitor_5,Level 1,Guardhouse
893,2023-05-11 03:45:40.0535+07,Visitor_5,Level 1,B
894,2023-05-11 03:49:40.039607+07,Visitor_5,Level 1,Guardhouse
895,2023-05-11 03:50:40.036395+07,Visitor_5,Level 1,B
896,2023-05-11 03:51:40.025861+07,Visitor_5,Level 1,Guardhouse
897,2023-05-11 03:53:40.040701+07,Visitor_5,Level 1,B
898,2023-05-11 04:04:40.00239+07,Visitor_5,Level 1,Guardhouse
899,2023-05-11 04:05:39.990689+07,Visitor_5,Level 1,B
900,2023-05-11 04:06:39.935647+07,Visitor_5,Level 1,Guardhouse
901,2023-05-11 04:07:40.003964+07,Visitor_5,Level 1,B
902,2023-05-11 05:42:40.488231+07,Visitor_5,Level 1,Guardhouse
903,2023-05-11 05:45:40.575109+07,Visitor_5,Level 1,B
904,2023-05-11 06:15:40.592971+07,Visitor_5,Level 1,Guardhouse
905,2023-05-11 06:16:40.589228+07,Visitor_5,Level 1,B
906,2023-05-11 07:06:40.852242+07,Visitor_5,Level 1,Guardhouse
907,2023-05-11 07:07:41.13932+07,Visitor_5,Level 1,B
908,2023-05-11 08:37:40.947434+07,Visitor_5,Level 1,Guardhouse
909,2023-05-11 08:38:40.869144+07,Visitor_5,Level 1,B
910,2023-05-11 09:41:41.436853+07,Visitor_5,Level 1,Guardhouse
911,2023-05-11 09:42:41.362048+07,Visitor_5,Level 1,B
912,2023-05-11 17:52:42.953048+07,Visitor_5,Level 1,D western
913,2023-05-11 17:53:42.953398+07,Visitor_5,Level 1,Guardhouse
914,2023-05-12 02:52:49.03976+07,Visitor_5,Level 1,B
915,2023-05-12 02:53:38.915293+07,Visitor_5,Level 1,Guardhouse
916,2023-05-12 18:24:31.418319+07,Visitor_5,Level 3,D western
917,2023-05-12 18:27:31.385889+07,Visitor_5,Level 4,D eastern
918,2023-05-12 20:03:31.807863+07,Visitor_5,Level 1,D western
919,2023-05-12 20:04:31.819378+07,Visitor_5,Level 1,Guardhouse
920,2023-05-13 02:52:48.149082+07,Visitor_5,Level 1,B
921,2023-05-13 02:53:38.156215+07,Visitor_5,Level 1,Guardhouse
922,2023-05-13 18:19:41.807255+07,Visitor_5,Level 1,D western
923,2023-05-13 18:20:42.022422+07,Visitor_5,Level 1,C
924,2023-05-13 18:23:41.691184+07,Visitor_5,Level 1,B
925,2023-05-13 18:25:41.454517+07,Visitor_5,Level 3,C
926,2023-05-13 18:26:41.817284+07,Visitor_5,Level 1,D western
927,2023-05-13 18:27:41.77934+07,Visitor_5,Level 1,B
928,2023-05-13 18:29:42.456073+07,Visitor_5,Level 1,C
929,2023-05-13 18:31:41.758542+07,Visitor_5,Level 1,B
930,2023-05-13 18:36:41.576696+07,Visitor_5,Level 4,C
931,2023-05-13 18:50:41.906588+07,Visitor_5,Level 2,D western
932,2023-05-13 18:51:42.011345+07,Visitor_5,Level 1,C
933,2023-05-13 18:54:41.856008+07,Visitor_5,Level 3,D western
934,2023-05-13 18:58:41.839467+07,Visitor_5,Level 2,C
935,2023-05-13 19:02:41.647658+07,Visitor_5,Level 2,D western
936,2023-05-13 19:07:41.593399+07,Visitor_5,Level 2,C
937,2023-05-13 19:08:41.865593+07,Visitor_5,Level 2,D western
938,2023-05-13 19:44:41.825639+07,Visitor_5,Level 1,Guardhouse
939,2023-05-14 11:54:00.121447+07,Visitor_5,Level 1,D western
940,2023-05-14 11:56:00.225043+07,Visitor_5,Level 3,D eastern
941,2023-05-14 12:15:59.909795+07,Visitor_5,Level 4,D western
942,2023-05-14 12:16:59.832767+07,Visitor_5,Level 3,D eastern
943,2023-05-14 12:44:59.948826+07,Visitor_5,Level 1,D western
944,2023-05-14 12:45:59.895779+07,Visitor_5,Level 1,Guardhouse
945,2023-05-14 16:02:00.824605+07,Visitor_5,Level 3,D western
946,2023-05-14 16:05:00.781736+07,Visitor_5,Level 3,D eastern
947,2023-05-14 16:45:00.952282+07,Visitor_5,Level 2,D western
948,2023-05-14 16:48:00.924463+07,Visitor_5,Level 3,D eastern
949,2023-05-14 17:38:02.306669+07,Visitor_5,Level 3,D western
950,2023-05-14 17:39:01.053084+07,Visitor_5,Level 2,D eastern
951,2023-05-14 19:08:01.747054+07,Visitor_5,Level 3,D western
952,2023-05-14 19:10:01.71106+07,Visitor_5,Level 3,D eastern
953,2023-05-14 19:25:01.79038+07,Visitor_5,Level 1,D western
954,2023-05-14 19:26:01.803726+07,Visitor_5,Level 1,Guardhouse
955,2023-05-16 02:53:35.346359+07,Visitor_5,Level 1,B
956,2023-05-16 02:54:35.435078+07,Visitor_5,Level 1,Guardhouse
957,2023-05-16 07:39:36.470621+07,Visitor_5,Level 1,D western
958,2023-05-16 07:41:36.410802+07,Visitor_5,Level 2,D eastern
959,2023-05-16 15:15:38.39114+07,Visitor_5,Level 1,D western
960,2023-05-16 15:16:38.382904+07,Visitor_5,Level 1,Guardhouse
961,2023-05-18 02:52:43.585632+07,Visitor_5,Level 4,C
962,2023-05-18 02:53:33.554526+07,Visitor_5,Level 1,B
963,2023-05-18 02:54:33.638398+07,Visitor_5,Level 1,Guardhouse
964,2023-05-20 02:52:42.93823+07,Visitor_5,Level 1,D western
965,2023-05-20 02:53:32.867206+07,Visitor_5,Level 1,Guardhouse
966,2023-05-20 18:02:20.220794+07,Visitor_5,Level 1,B
967,2023-05-10 00:00:28.286429+07,Visitor_6,Level 1,Guardhouse
968,2023-05-11 18:54:43.528997+07,Visitor_6,Level 3,D western
969,2023-05-11 18:56:43.46764+07,Visitor_6,Level 1,B
970,2023-05-11 18:59:43.549568+07,Visitor_6,Level 1,Guardhouse
971,2023-05-11 19:00:43.529048+07,Visitor_6,Level 1,B
972,2023-05-12 19:40:31.633792+07,Visitor_6,Level 1,Guardhouse
973,2023-05-12 19:42:31.653201+07,Visitor_6,Level 1,B
974,2023-05-14 16:47:01.007578+07,Visitor_6,Level 1,C
975,2023-05-14 17:27:01.086376+07,Visitor_6,Level 1,D western
976,2023-05-14 17:29:01.306004+07,Visitor_6,Level 1,C
977,2023-05-14 17:31:01.473724+07,Visitor_6,Level 1,B
978,2023-05-15 17:04:06.562494+07,Visitor_6,Level 1,Guardhouse
979,2023-05-16 07:39:36.470621+07,Visitor_6,Level 1,D western
980,2023-05-16 07:41:36.410802+07,Visitor_6,Level 2,D eastern
981,2023-05-16 15:15:38.39114+07,Visitor_6,Level 1,D western
982,2023-05-16 15:16:38.382904+07,Visitor_6,Level 1,Guardhouse
983,2023-05-19 02:52:43.401201+07,Visitor_6,Level 2,C
984,2023-05-19 02:53:33.387476+07,Visitor_6,Level 1,Guardhouse
985,2023-05-19 05:53:34.001544+07,Visitor_6,Level 2,B
986,2023-05-19 05:54:34.05278+07,Visitor_6,Level 1,Guardhouse
987,2023-05-10 00:00:28.286429+07,Visitor_7,Level 1,B
988,2023-05-10 00:00:28.286429+07,Visitor_8,Level 1,C
989,2023-05-10 00:00:28.286429+07,Visitor_9,Level 1,B
